COD_PROVINCIA_MAT;CLAVE_TRAMITE;CODIGO_POSTAL;FECHA_PRIM_MAT;IND_USADO;PERSONA;SERVICIO;MUNICIPIO;KW;RENTING;IND_ROBO;FABRICANTE;DISTANCIA_EJES
MA;1;29004;;N;D;B00;MALAGA;63.00;N;;SEAT,S.A.;2469
J;1;23005;;N;D;B00;JAEN;103.00;N;;VOLKSWAGENAG;2708
L;1;25003;;N;D;B00;LLEIDA;162.00;N;;SKODAAUTOA.S.;2676
CE;1;51001;;N;D;B00;CEUTA;8.40;N;;ZHEJIANGQIANJIANGMOTORCYCLECOLTD;1260
SA;1;37006;;N;D;B00;SALAMANCA;0.00;N;;YAMAHAMOTORCO,LTD;1580
CC;1;10005;;N;D;B00;CACERES;8.10;N;;THAIYAMAHAMOTORCOLTD;1310
LE;1;24400;;N;D;B00;PONFERRADA;81.00;N;;SEAT,S.A.;2618
GI;1;17820;;N;X;B00;BANYOLES;80.00;N;;DAIMLERAG;2699
A;1;03300;;N;D;B00;ORIHUELA;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
TF;1;38300;;N;D;B00;LAOROTAVA;66.00;N;;VOLKSWAGENAG;2456
M;1;28230;;N;D;B00;LASROZASDEMADRID;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
NA;1;31754;;N;D;B00;GOIZUETA;81.00;N;;ADAMOPELAG;2685
SE;1;41007;;N;D;B00;SEVILLA;8.60;N;;HONDAITALIAINDUSTRIALESPA;1315
PO;1;36001;;N;D;B00;PONTEVEDRA;77.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2634
M;1;28822;;N;D;B00;COSLADA;85.00;N;;HYUNDAIMOTORCOMPANY;2770
GC;1;35002;;N;X;B00;LASPALMASGC;77.00;S;;ND;2755
B;1;07005;;N;D;B00;PALMAMALLORCA;3.19;N;;HERCHEEINDUSTRIALCOLTD;1150
MA;1;29010;;N;D;B00;MALAGA;8.20;N;;ZHEJIANGQIANJIANGMOTORCYCLECOLTD;1330
A;1;03005;21122004;U;D;B00;ALICANTE;74.00;N;;SEAT,S.A.;2460
SS;1;20810;;N;D;B00;ORIO;63.00;N;;SEAT,S.A.;2469
TO;1;28016;;N;D;B00;MADRID;68.00;N;;AUTOMOBILESCITROEN;2595
H;1;21840;;N;X;A00;NIEBLA;0.00;N;;ND;1310
M;1;28830;;N;D;B00;SANFERNANDOHENARES;77.00;N;;SEAT,S.A.;2618
M;1;28213;;N;X;B00;COLMENARDELARROYO;110.00;S;;VOLKSWAGENAG;2786
M;1;36500;;N;D;B00;LALIN;85.00;N;;MITSUBISHIMOTORSCORPORATION;2670
MA;1;29600;;N;D;B00;MARBELLA;140.00;N;;AUDIA.G.;2816
O;1;33010;;N;X;B00;OVIEDO;77.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2612
B;1;08907;;N;D;B00;LHOSPITALETDELLOB;84.00;N;;AUTOMOBILESCITROEN;2612
BI;1;48499;;N;D;B00;ZEBERIO;115.00;N;;AUTOMOBILESPEUGEOT;2613
GR;1;18614;;N;D;B00;MOTRIL;66.00;N;;RENAULTS.A.S.;2606
M;1;28001;;N;D;B00;MADRID;6.50;N;;JIANGSUDAFIERMOTORCYCLECO.,LTD;1355
CS;1;12110;;N;D;B00;ALCORA;105.00;N;;BAYERISCHEMOTORENWERKEAG;2810
O;1;33696;;N;D;B00;RIBERADEARRIBA;118.00;N;;BAYERISCHEMOTORENWERKEAG;1620
IB;1;07315;;N;X;A01;ESCORCA;81.00;N;;VOLKSWAGENAG;2605
IB;1;07819;;N;D;B00;STAEULALIADELRIO;190.00;N;;DAIMLERAG;2915
GC;1;35260;;N;D;B00;AGUIMES;100.00;N;;DAIMLERAG;3200
M;1;28008;;N;D;B00;MADRID;125.00;N;;ND;2840
C;1;33189;;N;X;B00;SIERO;140.00;N;;AUDIA.G.;2816
M;1;28750;;N;X;B00;SANAGUSTINGUADALIX;110.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
CA;1;11130;;N;D;B00;CHICLANADELAFTRA;77.00;N;;VOLKSWAGENAG;2620
V;1;46023;;N;D;B00;VALENCIA;85.00;N;;BAYERISCHEMOTORENWERKEAG;2690
M;1;28189;;N;X;A01;PATONES;330.00;S;;DAIMLERAG;3600
VA;1;47004;;N;D;B00;VALLADOLID;81.00;N;;ADAMOPELAG;2685
TO;1;28701;;N;D;B00;SANSEBASTIANREYES;85.00;N;;AUTOMOBILESCITROEN;2840
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;68.00;S;;AUTOMOBILESCITROEN;2608
PO;1;36163;;N;X;B00;POIO;66.00;N;;AUTOMOBILESCITROEN;3122
B;1;08402;;N;D;B00;GRANOLLERS;110.00;N;;VOLKSWAGENAG;2620
CA;1;11540;;N;X;B00;SANLUCARBARRAMEDA;68.00;N;;AUTOMOBILESPEUGEOT;2728
SA;1;37500;;N;D;B00;CIUDADRODRIGO;81.00;N;;SEAT,S.A.;2618
MU;1;03008;;N;D;B00;ALICANTE;66.00;N;;AUTOMOBILEDACIASA;2634
GC;1;35110;;N;D;B00;SANTALUCIA;8.30;N;;ND;1280
J;1;23640;;N;D;B00;TORREDELCAMPO;85.00;N;;BAYERISCHEMOTORENWERKEAG;2690
V;1;46410;;N;D;B00;SUECA;103.00;N;;VOLKSWAGENAG;2605
M;1;28907;;N;D;B00;GETAFE;35.00;N;;ND;1525
M;1;28023;;N;D;B00;MADRID;133.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2800
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;81.00;S;;VOLKSWAGENAG;2605
SE;1;41003;;N;D;B00;SEVILLA;7.59;N;S;PIAGGIOVIETNAMCOLTD;1345
V;1;46022;;N;D;B00;VALENCIA;110.00;N;;VOLKSWAGENAG;2786
TF;1;38320;;N;X;B00;LALAGUNA;55.00;N;;VOLKSWAGENAG;2407
M;1;28213;;N;X;B00;COLMENARDELARROYO;73.00;S;;TOYOTAMOTOREUROPEN.V./S.A.;2600
LO;1;19005;12122006;U;D;B00;GUADALAJARA;84.00;N;;RENAULTTRUCKSS.A.S.;3955
B;1;08130;;N;D;B00;SPERPETUADEMOGODA;81.00;N;;VOLKSWAGENAG;2605
T;1;43830;;N;D;B00;TORREDEMBARRA;24.00;N;;SUZUKIMOTORCORPORATION;1585
MU;1;30880;;N;D;B00;AGUILAS;85.00;N;;KIAMOTORSSLOVAKIAS.R.O.;2640
TF;1;38350;;N;D;B00;TACORONTE;88.00;N;;AUTOMOBILESCITROEN;2612
NA;1;31520;;N;D;B00;CASCANTE;7.60;N;;PIAGGIOVIETNAMCOLTD;1345
B;1;08203;;N;D;B00;SABADELL;8.70;N;;HONDAITALIAINDUSTRIALESPA;1340
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;RENAULTS.A.S.;2697
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;68.00;S;;AUTOMOBILESCITROEN;2608
T;1;43897;;N;X;B00;TORTOSA;190.00;N;;BAYERISCHEMOTORENWERKEAG;2933
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;RENAULTS.A.S.;2697
A;1;03007;;N;D;B00;ALICANTE;74.00;N;;ADAMOPELAG;2511
C;1;36940;;N;D;B00;CANGAS;100.00;N;;DAIMLERAG;2699
CC;1;06700;;N;D;B00;VILLANUEVADESERENA;140.00;N;;BAYERISCHEMOTORENWERKEAG;2810
M;1;28007;;N;X;B00;MADRID;66.00;N;;DAIMLERAG;3081
M;1;28189;;N;X;A01;PATONES;330.00;S;;DAIMLERAG;3850
GC;1;35510;;N;D;B00;TIAS;85.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2640
NA;1;31780;;N;D;B00;VERADEBIDASOA;77.00;N;;ADAMOPELAG;2755
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;84.00;S;;AUTOMOBILESPEUGEOT;2817
CO;1;14005;;N;D;A04;CORDOBA;66.00;N;;AUTOMOBILEDACIASA;2810
NA;1;31869;;N;X;A00;IMOZ;0.00;N;;LECITRAILERSA;6840
B;1;08459;;N;D;B00;SANTONIVILAMAJOR;77.00;N;;SKODAAUTOA.S.;2589
B;1;08191;;N;X;B00;RUBI;110.00;N;;AUDIA.G.;2817
M;1;40360;;N;D;B00;CANTIMPALOS;110.00;N;;VOLKSWAGENAG;2670
MA;1;29780;;N;X;B00;NERJA;7.60;N;;PIAGGIOVIETNAMCOLTD;1345
IB;1;07193;;N;D;B00;BUNYOLA;60.00;N;;AUTOMOBILESCITROEN;2451
VA;1;28350;;N;D;B00;CIEMPOZUELOS;110.00;N;;JAGUARLANDROVERLIMITED;2660
BI;1;48100;;N;D;B00;MUNGIA;103.00;N;;ADAMOPELAG;2555
B;1;08906;;N;D;B00;LHOSPITALETDELLOB;81.00;N;;VOLKSWAGENAG;2605
B;1;08020;;N;D;B00;BARCELONA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
GI;1;17480;;N;D;B00;ROSES;100.00;N;;HYUNDAIMOTORCOMPANY;2770
T;1;43391;;N;D;B00;VINYOLSIARCHS;0.00;N;;ND;2562
B;1;08904;;N;D;B00;LHOSPITALETDELLOB;34.20;N;;YAMAHAMOTORCO,LTD;1580
H;1;21800;;N;X;B00;MOGUER;66.00;N;;RENAULTS.A.S.;2697
IB;1;07600;;N;D;B00;LLUCMAJOR;60.00;N;;AUTOMOBILESCITROEN;2451
MA;1;29670;;N;D;B00;MARBELLA;70.00;N;;RENAULTS.A.S.;2641
O;1;33719;;N;D;B00;NAVIA;66.00;N;;RENAULTS.A.S.;2589
M;1;28028;;N;D;B00;MADRID;77.00;N;;VOLKSWAGENAG;2620
B;1;08629;;N;D;B00;TORRELLESDELLOB;125.00;N;;DAIMLERAG;2699
OU;1;24010;;N;D;B00;SANANDRESRABANEDO;110.00;N;;SEAT,S.A.;2583
B;1;08440;;N;D;B00;CARDEDEU;55.00;N;;AUTOMOBILEDACIASA;2634
IB;1;07600;;N;D;B00;PALMAMALLORCA;110.00;N;;VOLKSWAGENAG;2456
IB;1;07315;;N;X;A01;ESCORCA;66.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2615
T;1;43870;;N;D;B00;AMPOSTA;96.00;N;;AUTOMOBILESPEUGEOT;2620
MA;1;29011;;N;D;B00;MALAGA;60.00;N;;AUTOMOBILESPEUGEOT;2538
M;1;28022;;N;D;B00;MADRID;77.00;N;;VOLKSWAGENAG;2620
M;1;30007;21032013;U;X;B00;MURCIA;80.00;N;;ND;2699
M;1;28003;;N;D;B00;MADRID;103.00;N;;VOLKSWAGENAG;2920
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;68.00;S;;AUTOMOBILESCITROEN;2608
M;1;28850;;N;D;B00;TORREJONDEARDOZ;85.00;N;;MITSUBISHIMOTORSCORPORATION;2670
M;1;28108;;N;X;B00;ALCOBENDAS;77.00;S;;VOLKSWAGENAG;2620
VA;1;47230;;N;D;B00;MATAPOZUELOS;7.80;N;;RIEJUSA;1380
GI;1;17600;;N;X;B00;FIGUERES;120.00;N;;DAIMLERAG;3200
SS;1;48269;;N;D;B00;MALLABIA;85.00;N;;MITSUBISHIMOTORSCORPORATION;2670
M;1;28032;;N;D;B00;MADRID;77.00;N;;SEAT,S.A.;2589
V;1;46022;;N;D;B00;VALENCIA;77.00;N;;SEAT,S.A.;2618
B;1;08940;;N;D;B00;CORNELLADELLOB;85.00;N;;AUTOMOBILESCITROEN;2840
PO;1;36211;;N;X;B00;VIGO;44.00;N;;VOLKSWAGENAG;2456
VA;1;47140;;N;D;B00;LAGUNADEDUERO;86.00;N;;MITSUBISHIMOTORSCORPORATION;2670
J;1;23740;03032006;U;D;B00;ANDUJAR;110.00;N;;RENAULTS.A.S.;2869
TF;1;38650;;N;D;B00;ARONA;21.90;N;;KWANGYANGMOTORCOLTD;1553
CO;1;14840;;N;D;B00;CASTRODELRIO;77.00;N;;SEAT,S.A.;2618
B;1;08027;;N;D;B00;BARCELONA;13.50;N;;THAISUZUKIMOTORCOLTD;1465
LE;1;24412;;N;D;B00;CABAÑASRARAS;73.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
M;1;28034;;N;D;B00;MADRID;63.00;N;;SEAT,S.A.;2469
CO;1;23770;;N;D;B00;MARMOLEJO;51.00;N;;FORDMOTORCOMPANY;2300
B;1;18530;;N;X;B00;PEDROMARTINEZ;110.00;N;;AUDIA.G.;2620
SE;1;41007;;N;D;B00;SEVILLA;7.00;N;;CHANGZHOUKWANGYANGMOTORCOLTD;1325
B;1;08030;;N;D;B00;BARCELONA;103.00;N;;VOLKSWAGENAG;2605
CA;1;11500;;N;X;B00;ELPUERTOSTAMARIA;132.00;N;;FORDWERKEGMBH;2690
B;1;08203;;N;D;B00;SABADELL;73.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
O;1;33937;;N;D;B00;SIERO;85.00;N;;NISSANINTERNATIONAL,S.A.;2530
S;1;39004;;N;D;B00;SANTANDER;100.00;N;;ADAMOPELAG;2685
OU;1;32005;;N;D;B00;OURENSE;52.00;N;;RENAULTS.A.S.;2492
AL;1;04600;;N;D;B00;HUERCALOVERA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
MU;1;30010;;N;D;B00;MURCIA;84.00;N;;AUTOMOBILESCITROEN;2612
TF;1;38595;;N;D;A04;GRANADILLA;103.00;N;;SKODAAUTOA.S.;2758
C;1;15320;;N;X;A00;ASPONTESDEGR;96.00;N;;AUTOMOBILESCITROEN;4035
B;1;08907;;N;D;B00;LHOSPITALETDELLOB;133.00;N;;VOLKSWAGENAG;2605
SE;1;41015;;N;D;B00;SEVILLA;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
B;1;08256;;N;X;B00;RAJADELL;125.00;S;;DAIMLERAG;2840
LE;1;24009;;N;D;A00;SANTOVENIAVALDONCIN;0.00;N;;GUILLENDESARROLLOSINDUSTRIALESSLU;0
AV;1;05290;;N;X;A05;SANCHIDRIAN;162.00;N;;ND;4250
GI;1;17162;;N;D;B00;BESCANO;110.00;N;;SKODAAUTOA.S.;2668
IB;1;07315;;N;X;A01;ESCORCA;55.00;N;;VOLKSWAGENAG;2456
NA;1;31330;;N;D;B00;VILLAFRANCA;66.00;N;;AUDIA.G.;2457
SA;1;37700;;N;D;B00;BEJAR;77.00;N;;AUDIA.G.;2457
SS;1;20280;;N;X;B00;HONDARRIBIA;110.00;N;;AUTOMOBILESCITROEN;2785
TO;1;14720;;N;D;B00;ALMODOVARDELRIO;66.00;N;;AUTOMOBILEDACIASA;2634
B;1;08500;;N;X;B00;VIC;135.00;N;;VOLKSWAGENAG;2626
M;1;28660;;N;X;B00;BOADILLADELMONTE;68.00;N;;AUTOMOBILESCITROEN;2452
M;1;28750;;N;X;B00;SANAGUSTINGUADALIX;110.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
TE;1;50794;;N;X;B00;NONASPE;125.00;N;;DAIMLERAG;2699
BA;1;06800;;N;X;B00;MERIDA;75.00;N;;VOLKSWAGENAG;2681
V;1;46290;;N;D;B00;ALCACER;66.00;N;;SEAT,S.A.;2469
O;1;33209;;N;D;B00;GIJON;125.00;N;;DAIMLERAG;2840
MU;1;30850;;N;D;B00;TOTANA;81.00;N;;ADAMOPELAG;2685
B;1;08830;;N;D;B00;SBOIDELLOB;80.00;N;;DAIMLERAG;2699
M;1;28220;;N;D;B00;MAJADAHONDA;103.00;N;;VOLKSWAGENAG;2605
IB;1;07813;20092006;U;D;B00;STAEULALIADELRIO;160.00;N;;CHRYSLERGROUPLLC;2780
MA;1;29649;;N;D;B00;MIJAS;15.00;N;S;MBKINDUSTRIE;1525
MU;1;20003;;N;D;B00;DONOSTIA;100.00;N;;DAIMLERAG;2699
M;1;28027;;N;D;B00;MADRID;66.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
C;1;15350;;N;X;B00;CEDEIRA;68.00;N;;AUTOMOBILESCITROEN;2728
PO;1;36400;;N;D;B00;OPORRIÑO;66.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;77.00;S;;SEAT,S.A.;2618
M;1;28007;;N;D;B00;MADRID;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
MA;1;29680;;N;D;B00;ESTEPONA;7.00;N;;CHANGZHOUKWANGYANGMOTORCOLTD;1340
AL;1;28232;;N;X;B00;LASROZASDEMADRID;235.00;N;;BAYERISCHEMOTORENWERKEAG;2690
B;1;08021;;N;X;B00;BARCELONA;0.00;N;;ND;6140
ML;1;52006;;N;D;B00;MELILLA;400.00;N;;DAIMLERAG;2850
CR;1;13004;;N;D;B00;CIUDADREAL;106.00;N;;VOLKSWAGENAG;2620
GU;1;19200;;N;D;B00;AZUQUECADEHENARES;66.00;N;;VOLKSWAGENAG;2456
B;1;08400;;N;X;B00;GRANOLLERS;77.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2612
B;1;08202;;N;X;B00;SABADELL;100.00;N;;DAIMLERAG;2699
V;1;46110;;N;D;B00;GODELLA;66.00;N;;SEAT,S.A.;2469
IB;1;07459;;N;D;B00;SANTAMARGARITA;77.00;N;;SEATSA;2620
VA;1;47002;;N;D;B00;VALLADOLID;110.00;N;;VOLKSWAGENAG;2620
O;1;33430;;N;D;B00;CARREÑO;81.00;N;;SEAT,S.A.;2618
MA;1;29650;;N;D;B00;MIJAS;55.00;N;;VOLKSWAGENAG;2456
B;1;08210;;N;D;B00;BARBERADELVALLES;103.00;N;;VOLKSWAGENAG;2605
CO;1;14011;;N;D;B00;CORDOBA;70.00;N;;RENAULTS.A.S.;2703
M;1;28022;;N;D;B00;MADRID;82.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2780
M;1;28037;;N;D;B00;MADRID;66.00;N;;VOLKSWAGENAG;2456
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;ND;2589
V;1;46193;05052004;U;D;B00;MONTROY;142.00;N;;SKODAAUTOA.S.;2791
B;1;08401;;N;D;B00;GRANOLLERS;34.20;N;;YAMAHAMOTORCO,LTD;1580
PO;1;28320;;N;X;B00;PINTO;63.00;N;;AUDIA.G.;2459
A;1;03720;;N;D;B00;BENISSA;77.00;N;;VOLKSWAGENAG;2620
SE;1;14001;;N;D;B00;CORDOBA;99.00;N;;KIAMOTORSCORPORATION;2750
CR;1;13500;;N;D;B00;PUERTOLLANO;66.00;N;;RENAULTS.A.S.;2589
M;1;28660;;N;X;B00;BOADILLADELMONTE;125.00;N;;ND;2840
M;1;28028;;N;D;B00;MADRID;66.00;N;;VOLKSWAGENAG;2456
CS;1;12540;;N;D;B00;VILAREAL;103.00;N;;ND;2875
LO;1;26500;;N;D;B00;CALAHORRA;55.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
CO;1;14008;;N;D;B00;CORDOBA;92.00;N;;BAYERISCHEMOTORENWERKEAG;1510
MU;1;30740;;N;D;B00;SANPEDROPINATAR;51.00;N;;FORDWERKEGMBH;2300
M;1;28230;;N;D;B00;LASROZASDEMADRID;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
M;1;28001;;N;X;B00;MADRID;85.00;N;;MITSUBISHIMOTORSCORPORATION;2670
MA;1;29780;;N;D;B00;NERJA;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
M;1;16004;;N;D;B00;CUENCA;125.00;N;;AUDIA.G.;2817
B;1;08021;;N;D;B00;BARCELONA;50.00;N;;HARLEYDAVIDSONMOTORCOMPANY;1500
SS;1;20302;;N;D;B00;IRUN;103.00;N;;ADAMOPELAG;2555
B;1;08754;;N;D;B00;ELPAPIOL;97.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
BI;1;48014;;N;D;B00;BILBAO;114.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
SS;1;20150;;N;D;B00;VILLABONA;100.00;N;;ADAMOPELAG;2760
B;1;08256;;N;X;B00;AGUILARDESEGARRA;81.00;S;;RENAULTS.A.S.;2703
B;1;08002;;N;D;B00;BARCELONA;66.00;N;;VOLKSWAGENAG;2456
B;1;28002;;N;D;B00;MADRID;133.00;N;;AUTOMOBILESCITROEN;2727
SS;1;20014;;N;D;B00;DONOSTIA;85.00;N;;MITSUBISHIMOTORSCORPORATION;2670
B;1;08256;;N;X;B00;AGUILARDESEGARRA;77.00;S;;VOLKSWAGENAG;2620
B;1;08290;;N;D;B00;CERDANYOLAVALLES;55.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
A;1;03540;;N;D;B00;ALICANTE;73.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
NA;1;50200;;N;D;B00;ATECA;66.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
M;1;46110;12042013;U;D;B00;GODELLA;0.00;N;;BAYERISCHEMOTORENWERKEAG;2830
A;1;03700;;N;D;B00;DENIA;60.00;N;;AUTOMOBILESPEUGEOT;2538
GC;1;35200;;N;D;B00;TELDE;77.00;N;;VOLKSWAGENAG;2620
M;1;28213;;N;X;B00;COLMENARDELARROYO;66.00;N;;VOLKSWAGENAG;2456
GC;1;35450;;N;D;B00;SMARIADEGUIAGC;68.00;N;;AUTOMOBILESCITROEN;2728
M;1;28691;;N;D;B00;VILLANUEVADECAÑADA;84.00;N;;AUTOMOBILESCITROEN;2670
ZA;1;37900;;N;D;B00;SANTAMARTATORMES;110.00;N;;VOLKSWAGENAG;2786
H;1;21840;;N;X;A00;NIEBLA;0.00;N;;ND;1310
SE;1;03680;11042001;U;D;B00;ASPE;120.00;N;;DAIMLERCHRYSLERAG;2715
CA;1;11510;;N;D;B00;PUERTOREAL;81.00;N;;VOLKSWAGENAG;2605
M;1;28037;;N;D;A04;MADRID;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2700
B;1;08017;;N;D;B00;BARCELONA;81.00;N;;VOLKSWAGENAG;2605
AL;1;04700;;N;D;B00;ELEJIDO;126.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;3085
GC;1;35360;;N;X;A01;TEJEDA;77.00;S;;VOLKSWAGENAG;2538
CA;1;11130;;N;D;B00;CHICLANADELAFTRA;66.00;N;;AUTOMOBILEDACIASA;2589
SA;1;37429;;N;D;B00;ALDEANUEVAFIGUEROA;85.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2640
TF;1;38600;;N;D;A04;GRANADILLA;77.00;N;;SKODAAUTOA.S.;2668
IB;1;07458;;N;D;B00;SANTAMARGARITA;100.00;N;;DAIMLERAG;2699
P;1;34337;;N;D;B00;FUENTESDENAVA;66.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;AUTOMOBILESPEUGEOT;2728
GC;1;35002;;N;X;B00;LASPALMASGC;55.00;S;;RENAULTS.A.S.;2697
MU;1;30300;;N;D;B00;CARTAGENA;8.60;N;;HONDAITALIAINDUSTRIALESPA;1315
A;1;03003;;N;D;B00;ALICANTE;63.00;N;;SEAT,S.A.;2469
M;1;28220;;N;D;B00;MAJADAHONDA;66.00;N;;SEAT,S.A.;2469
A;1;03205;;N;D;B00;ELCHE;81.00;N;;VOLKSWAGENAG;2605
V;1;46119;;N;X;B00;NAQUERA;84.00;N;;AUTOMOBILESCITROEN;2608
BI;1;48200;;N;D;B00;DURANGO;115.00;N;;DAIMLERAG;2840
CS;1;12550;;N;X;B00;ALMAZORA;114.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
GC;1;35200;;N;D;B00;TELDE;11.00;N;;KTM-SPORTMOTORCYCLEAG;1367
Z;1;46530;;N;D;B00;PUCOL;66.00;N;;AUDIA.G.;2457
B;1;08620;;N;D;B00;SVICENCDELSHORTS;10.55;N;;MBKINDUSTRIE;1525
PO;1;36669;;N;D;B00;MORAÑA;55.00;N;;AUTOMOBILEDACIASA;2589
C;1;15530;;N;D;B00;CERDIDO;100.00;N;;DAIMLERAG;2699
CC;1;10005;;N;D;B00;CACERES;68.00;N;;AUTOMOBILESCITROEN;2452
M;1;19180;;N;D;B00;MARCHAMALO;85.00;N;;RENAULTS.A.S.;2641
LE;5;24890;16031998;U;X;B00;GARRAFEDETORIO;0.00;N;;TOYOTAMOTORMANUFACTURINGINDIANAINC;0
A;1;03580;;N;D;B00;ALFAZDELPI;84.00;N;;AUTOMOBILESPEUGEOT;2727
GI;1;08490;;N;D;B00;TORDERA;77.00;N;;VOLKSWAGENAG;2620
O;1;33800;;N;D;B00;CANGASDENARCEA;143.00;N;;ADAMOPELAG;2685
LO;1;26500;;N;D;B00;CALAHORRA;81.00;N;;RENAULTS.A.S.;2641
A;1;03202;;N;X;B00;ELCHE;103.00;N;;AUDIA.G.;2601
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;ND;2589
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;103.00;S;;AUTOMOBILESPEUGEOT;2817
GU;1;28050;;N;D;B00;MADRID;125.00;N;;DAIMLERAG;2840
GC;1;35250;;N;D;B00;INGENIO;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
IB;1;07003;;N;D;B00;PALMAMALLORCA;50.00;N;;AUTOMOBILESCITROEN;2451
TO;1;28009;;N;D;B00;MADRID;120.00;N;;AUTOMOBILESCITROEN;2815
C;1;15880;;N;D;B00;VEDRA;77.00;N;;VOLKSWAGENAG;2620
B;1;08030;;N;X;B00;BARCELONA;15.00;N;;MBKINDUSTRIE;1525
BI;1;48930;;N;D;B00;GETXO;125.00;N;;DAIMLERAG;2840
V;1;46260;;N;D;B00;ALBERIC;90.00;N;;DAIMLERAG;2699
VI;1;08320;;N;D;B00;ELMASNOU;99.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
GC;1;35500;;N;D;B00;ARRECIFE;66.00;N;;AUTOMOBILEDACIASA;2673
B;1;08729;;N;X;B00;CASTELLETIGORNAL;150.00;N;;DAIMLERAG;2840
M;1;28925;;N;D;B00;ALCORCON;90.00;N;;VOLKSWAGENAG;2620
GI;1;17480;;N;D;B00;ROSES;81.00;N;;NISSANINTERNATIONAL,S.A.;2646
B;1;08202;;N;X;B00;SABADELL;110.00;N;;SEAT,S.A.;2618
IB;1;07300;;N;D;B00;INCA;81.00;N;;VOLKSWAGENAG;2605
C;1;15886;;N;D;B00;TEO;66.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
CA;1;11540;;N;D;B00;SANLUCARBARRAMEDA;3.20;N;;PIAGGIO&C.S.P.A;1315
MU;1;30320;;N;D;B00;FUENTEALAMO;85.00;N;;FORDWERKEGMBH;2648
M;1;28521;;N;D;B00;RIVASVACIAMADRID;125.00;N;;DAIMLERAG;2699
CC;1;10600;;N;D;B00;PLASENCIA;140.00;N;;AUDIA.G.;2816
IB;1;07100;;N;D;B00;SOLLER;66.00;N;;RENAULTS.A.S.;2606
MA;1;29600;;N;D;B00;MARBELLA;63.00;N;;SEAT,S.A.;2469
B;1;08005;27062013;U;X;B00;BARCELONA;155.00;N;;DAIMLERAG;2699
SG;1;28933;;N;D;B00;MOSTOLES;77.00;N;;VOLKSWAGENAG;2620
O;1;33186;;N;D;B00;SIERO;125.00;N;;DAIMLERAG;2840
SE;1;41005;;N;D;B00;SEVILLA;66.00;N;;KIAMOTORSSLOVAKIAS.R.O.;2650
B;1;08960;;N;D;B00;SJUSTDESVERN;66.00;N;;VOLKSWAGENAG;2456
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;RENAULTS.A.S.;2697
